YEAR,MO,DY,T2M,TS,PRECTOTCORR,PS,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,QV2M,WS10M,WS50M
2006,3,28,14.25,15.42,0.66,74.66,6.24,7.67,0.62,297.38,113.96,138.66,15.73,0.49,2.55,6.29,1.68,2.41
2006,3,29,14.5,15.89,0.73,74.64,6.53,7.77,0.64,289.65,118.7,140.21,16.4,0.52,2.76,6.23,2.06,3.3
2006,3,30,15.33,16.43,0.3,74.59,6.84,7.76,0.67,290.62,123.27,138.72,16.83,0.53,2.84,5.37,1.85,2.81
2006,3,31,16.26,17.64,0.33,74.74,5.9,7.39,0.58,317.35,105.93,130.26,14.34,0.45,2.38,6.04,1.33,2.13
2006,4,1,16.65,18.16,0.23,74.77,5.96,7.69,0.59,313.7,108.11,138.58,15.03,0.48,2.56,6.84,1.68,2.68
2006,4,2,17.26,18.98,0.04,74.66,7.22,7.84,0.7,301.05,130.73,141.21,17.96,0.55,2.89,6.16,1.74,2.77
2006,4,3,15.9,17.11,0,74.71,7.83,7.91,0.77,280.55,140.34,141.48,19.16,0.59,3.1,5.55,3.8,5.48
2006,4,4,14.52,15.73,0,74.71,7.96,8.24,0.77,266.4,141.26,145.61,19.51,0.61,3.22,3.48,2.92,4.17
2006,4,5,15.32,16.62,0,74.59,8.03,8.12,0.78,269.03,143.48,144.51,19.67,0.59,3.16,3.3,1.98,3.1
2006,4,6,16.82,18.15,0.1,74.39,7.21,7.91,0.7,290.56,130.43,142.07,17.92,0.54,2.85,5.25,2.35,3.63
2006,4,7,17.18,18.91,0.03,74.36,6.66,7.91,0.64,299.22,120.12,141.27,16.52,0.52,2.7,5.31,1.97,3.1
2006,4,8,15.68,17.35,0,74.59,7.18,7.69,0.69,292.53,128.63,136.74,17.35,0.52,2.78,7.14,3.44,4.52
2006,4,9,16.11,17.76,0,74.59,5.77,7.59,0.55,322.49,105.87,137.84,14.57,0.45,2.32,7.32,1.71,2.45
2006,4,10,17.54,19.41,0.12,74.51,6.32,7.61,0.61,317.53,116.09,138.17,15.87,0.48,2.52,6.71,1.96,2.98
2006,4,11,17.37,19.27,0.02,74.55,7.02,7.81,0.67,300.84,128.22,141.41,17.55,0.52,2.73,7.08,2.84,4.08
2006,4,12,16.11,18.15,0,74.73,7.86,7.94,0.75,280.68,141.17,141.59,19.23,0.59,3.12,5.92,2.66,3.52
2006,4,13,14.18,16.1,0.01,74.73,7.89,8.16,0.75,276.77,142.05,145.99,19.52,0.62,3.29,4.58,2.44,3.09
2006,4,14,14.13,15.64,0,74.58,8.17,8.3,0.77,273.1,147.18,148.57,20.29,0.65,3.47,3.66,2.54,3.57
2006,4,15,16.32,18.23,0,74.47,8.01,8.33,0.76,279,144.52,149.2,20,0.62,3.34,4.94,1.59,2.78
2006,4,16,16.8,18.61,1.14,74.49,6.62,8.1,0.62,304.69,121.08,146.7,16.8,0.52,2.7,5.55,1.46,2.38
2006,4,17,16.89,18.51,0.02,74.5,6.39,8.07,0.6,298.38,117.52,146.77,16.38,0.49,2.55,5.8,1.63,2.41
2006,4,18,18.21,19.76,0,74.37,7.51,8.14,0.71,296.92,136.67,147.2,18.84,0.57,3.02,5.31,1.21,1.86
2006,4,19,18.69,20.44,0.11,74.34,6.63,7.69,0.62,322.75,122.5,140.52,16.59,0.5,2.64,7.2,1.45,2.21
2006,4,20,18.88,20.78,1.85,74.38,6.31,7.7,0.59,320.04,114.7,137.95,15.5,0.47,2.45,7.63,1.28,1.88
2006,4,21,17.55,19.48,2.79,74.53,5.95,7.71,0.56,326.75,107.82,138.14,14.66,0.46,2.43,8.61,1.23,1.71
2006,4,22,16.75,18.86,1.68,74.68,5.62,7.62,0.53,329.62,103.01,136.64,14.07,0.45,2.38,8.3,1.55,2.02
2006,4,23,16.23,17.81,3.73,74.69,4.61,7.7,0.43,325.84,85.71,139.4,11.84,0.38,1.94,8.79,2.08,3
2006,4,24,17.07,17.81,1.01,74.59,6.19,8.01,0.58,322.08,115.33,145.93,16,0.5,2.61,8,2,2.98
2006,4,25,18.54,19.8,0.61,74.53,7.22,8.18,0.67,308.38,132.49,148.35,18.41,0.57,3,7.39,1.7,2.66
2006,4,26,18.62,20.24,0.28,74.58,6.84,7.95,0.64,315.76,125.64,144.44,17.32,0.55,2.93,7.45,1.62,2.47
2006,4,27,18.36,20.37,0.96,74.66,6.26,7.89,0.59,330.8,116.34,144.35,16.13,0.51,2.66,8.12,1.43,2.48
2006,4,28,18.56,20.83,0.16,74.61,6.75,8.07,0.62,317.06,125.69,148.34,17.54,0.55,2.89,8.18,1.92,2.97
2006,4,29,17.51,19.51,1.45,74.53,5.36,7.92,0.5,329.73,98.95,142.8,13.7,0.43,2.23,7.57,1.91,2.64
2006,4,30,14.85,16.53,9.57,74.52,4.6,7.54,0.43,339.88,85.85,135.4,11.86,0.37,1.9,9.64,1.59,2.25
2006,5,1,14.33,15.62,7.46,74.57,5.37,7.84,0.5,337.09,100.59,142.45,14.06,0.44,2.28,9.4,1.2,1.81
2006,5,2,14.99,16.89,4.06,74.61,5.36,7.9,0.5,330.59,98.7,141.81,13.66,0.43,2.24,8.97,1.91,2.8
2006,5,3,16.71,18.33,2.94,74.61,6.2,8,0.58,322.85,115.32,145.98,16.06,0.49,2.55,8.91,0.92,1.34
2006,5,4,17.19,18.71,1.81,74.64,6.26,8.01,0.58,326.73,116.55,146.31,16.23,0.48,2.52,9.34,1.81,2.75
2006,5,5,18.05,19.73,2.02,74.59,6.41,7.83,0.59,319.61,117.52,140.93,15.96,0.48,2.53,8.67,2.07,3.1
2006,5,6,18.31,19.64,1.42,74.52,6.89,8.04,0.64,308.22,125.91,144.8,17.13,0.52,2.73,8.06,1.99,3.01
2006,5,7,18.48,19.93,0.29,74.54,6.84,8.03,0.63,305.6,124.23,143.99,16.9,0.53,2.83,8.06,1.66,2.46
2006,5,8,18.34,19.58,0.67,74.58,5.9,7.94,0.55,325.52,108.77,143.59,14.91,0.47,2.45,8.24,1.49,2.4
2006,5,9,18.58,20.22,1.06,74.56,5.87,7.77,0.54,318.6,107.18,138.95,14.45,0.45,2.34,8.85,1.03,1.67
2006,5,10,19.51,20.88,0.75,74.56,6.64,7.84,0.61,314,121.14,140.93,16.41,0.52,2.75,8.12,1.14,1.66
2006,5,11,16.69,17.98,1.71,74.66,5.78,7.56,0.53,330.54,106.44,135.27,14.55,0.47,2.47,9.16,3.38,4.52
2006,5,12,16.41,17.87,10.9,74.68,5.14,7.47,0.48,343.84,96.62,134.38,13.43,0.45,2.35,8.48,2.18,3.17
2006,5,13,17.15,18.37,0.83,74.63,6.18,7.79,0.57,316.42,114.38,141.18,15.84,0.51,2.67,8.48,1.95,2.91
2006,5,14,16.96,17.86,2.99,74.57,5.78,8,0.53,320.98,107.94,145.65,15.05,0.47,2.47,8.67,2.01,2.87
2006,5,15,15.4,16.68,2.29,74.69,6,7.87,0.55,322.48,112.02,143.34,15.71,0.51,2.69,8.73,3.4,4.92
2006,5,16,14.29,15.96,4.74,74.66,6.49,7.97,0.59,317.94,119.79,144.45,16.73,0.53,2.8,8.24,3.1,4.25
2006,5,17,13.72,15.14,3.03,74.56,5.47,7.61,0.5,335.2,102.4,137.41,14.33,0.46,2.45,8.73,1.76,2.54
2006,5,18,15.67,17.26,3.98,74.58,5.72,7.67,0.52,333.23,104.87,136.43,14.44,0.45,2.41,8.85,2.23,3.1
2006,5,19,15.44,17.15,4.65,74.62,5.94,7.85,0.55,329.86,109.42,140.19,15.11,0.48,2.56,8.91,1.55,2.22
2006,5,20,15.4,16.72,0.7,74.6,5.92,8.13,0.55,313.18,109.63,147.7,15.45,0.49,2.62,7.69,1.77,2.48
2006,5,21,16.23,16.93,0.05,74.5,7.25,8.15,0.66,288.3,131.19,145.8,18.04,0.55,2.86,6.16,2.1,2.95
2006,5,22,16.33,17.35,0.04,74.5,6.78,7.99,0.62,299.2,122.91,142.94,16.83,0.49,2.55,6.59,2.82,4.04
2006,5,23,15.92,17.11,0.05,74.63,8.08,8.24,0.74,283.84,145.16,146.77,19.8,0.61,3.23,5.98,2.75,3.95
2006,5,24,15.55,16.73,0.02,74.64,7.66,7.96,0.7,283.86,135.36,139.23,18.13,0.55,2.93,6.16,2.43,3.3
2006,5,25,16.62,18.1,0.93,74.5,7.25,8.18,0.66,302.88,131.51,146.39,18.03,0.55,2.88,7.26,1.39,1.99
2006,5,26,16.55,18.05,6.6,74.43,6.04,7.86,0.55,330.57,111.56,140.8,15.43,0.48,2.48,8.79,1.41,2.23
2006,5,27,16.08,17.91,1.5,74.46,6.12,7.99,0.56,330.54,113.59,146.09,15.86,0.48,2.52,9.64,1.66,2.41
2006,5,28,15.46,16.69,6.04,74.57,4.58,7.84,0.42,342.78,86.83,143.67,12.22,0.38,1.91,10.44,1.05,1.74
2006,5,29,15.65,16.8,5.89,74.56,3.78,7.92,0.34,349.34,72.81,146.21,10.54,0.34,1.73,11.29,0.78,1.27
2006,5,30,15.16,15.98,7.59,74.55,4.14,7.62,0.38,345.81,79.3,139.12,11.23,0.35,1.82,10.93,1.18,1.96
2006,5,31,16.13,17.58,2.72,74.53,6.02,7.73,0.55,332.75,112.3,140.53,15.59,0.49,2.57,9.46,2.22,3.2
2006,6,1,15.18,16.8,2.4,74.57,4.61,7.79,0.42,347.02,87.05,141.41,12.48,0.4,2.07,9.03,2.12,3.17
2006,6,2,14.76,16.46,8.26,74.57,5.94,7.88,0.55,332.6,111.71,144.73,15.62,0.49,2.55,9.52,2.23,3.06
2006,6,3,13.4,14.29,9.08,74.55,2.72,7.48,0.25,341.19,54.31,135.73,7.92,0.25,1.28,10.44,2.1,2.91
2006,6,4,13.32,14.39,5.78,74.48,3.11,7.85,0.28,344.23,61.68,144.05,9.22,0.3,1.52,9.89,1.53,2.22
2006,6,5,15.36,16.62,5.42,74.39,3.95,7.69,0.36,354.14,76.05,140.64,11.04,0.35,1.8,11.11,2.68,3.78
2006,6,6,15.85,17.19,2.68,74.43,5.22,7.84,0.48,339.14,97.95,143.34,13.97,0.45,2.27,9.83,3.08,4.31
2006,6,7,16.08,17.7,0.3,74.48,5.89,8.2,0.54,325.62,108.93,148.59,15.46,0.48,2.52,8.18,2.66,3.62
2006,6,8,15.27,16.93,0.38,74.52,7.61,8.16,0.7,304.95,139.02,147.52,19.09,0.59,3.09,7.32,1.92,2.77
2006,6,9,14.74,16.3,0.53,74.49,7.95,8.31,0.73,294.05,144.44,149.6,19.79,0.6,3.16,6.71,2.1,3.08
2006,6,10,15.31,16.67,0.29,74.32,7.61,8.25,0.7,292.7,136.12,145.99,18.52,0.55,2.88,6.59,1.67,2.44
2006,6,11,16,17.29,0.67,74.33,7.59,8.09,0.7,299.86,137.02,144.49,18.7,0.55,2.91,7.08,1.1,1.59
2006,6,12,16.69,17.85,2.47,74.52,7.25,8.07,0.66,310.49,131.96,144.92,18.16,0.53,2.77,8.24,2.45,3.52
2006,6,13,15.35,16.83,0.1,74.63,8.28,8.53,0.76,284.87,148.74,151.92,20.53,0.61,3.17,6.84,3.07,4.45
2006,6,14,14.33,15.87,0.17,74.6,8.44,8.63,0.77,274.8,152.4,154.81,21.05,0.62,3.28,5.62,2.86,4.04
2006,6,15,15.64,16.98,0.21,74.56,7.03,8.35,0.64,311.41,130.05,152.95,18.25,0.55,2.87,6.53,0.78,1.27
2006,6,16,16.55,17.83,2.93,74.56,4.74,7.97,0.44,343.06,89.72,146.78,12.77,0.39,2,9.34,0.84,1.28
2006,6,17,16.79,17.98,3.15,74.58,6.53,7.98,0.6,324.96,121.95,146.6,17.05,0.52,2.75,10.93,1.45,2.19
2006,6,18,17.12,18.66,10.95,74.63,4.95,7.84,0.45,339.12,93.23,142.62,13.16,0.41,2.15,10.31,1.83,2.73
2006,6,19,17.26,18.76,2.57,74.72,5.7,7.98,0.52,336.99,106.67,146.03,15.02,0.45,2.33,9.52,1.57,2.39
2006,6,20,17.16,18.71,1.47,74.66,7.35,8.08,0.67,311.34,136.41,147.77,18.85,0.59,3.06,9.28,1.88,2.7
2006,6,21,16.83,18.53,1.66,74.64,6.92,8.06,0.63,316.01,127.62,146.31,17.65,0.53,2.77,9.34,1.32,2.13
2006,6,22,15.74,17.11,5.82,74.74,5.68,8.02,0.52,329.51,105.84,146.43,14.85,0.44,2.24,9.83,2.27,3.33
2006,6,23,15.81,17.27,4.86,74.71,4.91,8.08,0.45,351.04,93.02,149.78,13.44,0.41,2.1,9.83,2.03,2.68
2006,6,24,15.04,16.47,1.87,74.69,5.14,8.03,0.47,347.82,97.59,148.84,14.12,0.44,2.28,8.91,3.26,4.38
2006,6,25,14.51,16,0.23,74.67,7.6,8.36,0.7,307.51,141.29,153.8,19.69,0.59,3.12,7.57,3.73,5
2006,6,26,14.76,16.4,0.05,74.63,7.87,8.42,0.72,303.58,144.7,153.27,20.1,0.6,3.14,7.51,3.49,4.66
2006,6,27,15.68,17.33,0.26,74.72,7.76,8.25,0.71,313.3,143.21,150.52,19.76,0.58,3.01,8.06,2.74,3.63
2006,6,28,15.37,16.98,1.1,74.81,6.15,8.07,0.56,337.02,115.12,148.23,16.09,0.48,2.45,9.34,2.8,3.68
2006,6,29,13.93,14.6,6.41,74.83,3.67,7.84,0.34,345.3,71.77,144.55,10.52,0.33,1.69,10.25,2.84,3.99
2006,6,30,13.78,14.68,6.4,74.71,2.56,7.93,0.23,344.65,51.27,146.1,7.63,0.23,1.16,10.31,1.18,1.8
2006,7,1,14.41,15.12,5.2,74.69,5.62,8.07,0.52,332.52,106.06,148.36,15.14,0.46,2.36,10.25,1.04,1.6
2006,7,2,15.05,15.94,7.25,74.82,6.07,7.98,0.55,322.66,113.12,145.25,15.86,0.48,2.52,10.19,1.05,1.83
2006,7,3,16.26,16.86,7.13,74.9,5.29,7.82,0.48,333.12,100.21,142.89,14.08,0.44,2.23,10.38,1.82,2.79
2006,7,4,14.8,15.15,3.35,74.8,4.08,7.56,0.38,342.59,77.88,137.77,10.94,0.34,1.78,10.44,2.23,3.62
2006,7,5,16.54,17.58,1.18,74.71,6.01,8.04,0.55,338.12,112.37,147.56,15.74,0.48,2.55,8.91,1.39,2.3
2006,7,6,17.77,19.07,2.04,74.74,6.3,7.8,0.58,332.2,116.83,141.83,16.25,0.5,2.62,10.19,2.31,3.43
2006,7,7,16.49,17.78,2.07,74.79,6.26,8.02,0.58,341.37,116.43,146.55,16.38,0.5,2.6,9.28,2.77,4.07
2006,7,8,15.16,16.48,1.67,74.73,6.18,8.21,0.57,327.2,115.74,151.56,16.41,0.48,2.48,8.85,2.73,3.87
2006,7,9,14.35,15.55,3.35,74.58,4.39,7.84,0.41,341.67,83.66,144.79,11.98,0.36,1.84,9.77,2.91,4.09
2006,7,10,13.69,14.14,5.64,74.56,2.71,7.36,0.25,341.95,53.12,133.36,7.7,0.23,1.2,10.68,1.83,2.83
2006,7,11,14.96,15.8,3.91,74.68,5.64,7.85,0.52,336.31,105.27,144.21,14.86,0.47,2.43,10.19,1.85,2.65
2006,7,12,16.01,17.16,3.34,74.75,5.3,7.7,0.48,334.48,98.78,139.77,13.78,0.42,2.17,10.19,2.02,3.1
2006,7,13,16.33,17.74,1.3,74.7,6.2,8,0.57,329.23,114.94,145.45,16.18,0.5,2.58,9.83,1.77,2.65
2006,7,14,15.19,16.5,6.09,74.64,6.02,7.87,0.55,327.94,111.61,142.54,15.61,0.47,2.42,10.07,1.24,1.86
2006,7,15,14.56,15.57,4.44,74.75,4.38,7.61,0.41,342.38,82.98,138.9,11.66,0.35,1.77,10.38,2.56,3.7
2006,7,16,14.5,15.65,2.86,74.8,6.31,8.08,0.59,329.54,118.25,149.33,16.62,0.51,2.66,8.97,3.12,4.36
2006,7,17,15.33,16.6,4.12,74.69,6.35,8.25,0.59,337.62,119.13,152.47,16.93,0.52,2.66,10.01,2.84,4.05
2006,7,18,15.59,16.91,1.67,74.64,7.51,8.24,0.7,314.09,139.63,151.31,19.38,0.56,2.9,9.09,2.62,3.8
2006,7,19,14.98,16.19,2.04,74.59,6.86,8.16,0.63,319.43,126.12,147.99,17.68,0.52,2.67,8.54,2.45,3.45
2006,7,20,15.2,16.39,1.38,74.65,5.14,7.69,0.48,346.46,96.91,141.2,13.66,0.41,2.12,10.25,3.11,4.36
2006,7,21,14.73,15.65,4.35,74.55,2.86,7.77,0.27,349,55.7,143.34,8.27,0.25,1.27,10.86,3.4,4.88
2006,7,22,13.7,14.48,14.46,74.55,2.94,7.47,0.27,345.51,57.41,136.48,8.39,0.27,1.36,10.68,2.33,3.39
2006,7,23,13.2,13.92,16.16,74.5,2.74,7.68,0.25,335.8,53.54,141.2,7.96,0.25,1.26,10.68,1.6,2.38
2006,7,24,13.83,14.4,14.59,74.5,2.98,7.54,0.27,339.19,58.04,137.27,8.55,0.27,1.39,11.23,2.03,3.15
2006,7,25,13.95,14.43,4.22,74.65,5.14,7.58,0.48,332.46,96.64,138.49,13.55,0.42,2.19,10.38,2.02,3.3
2006,7,26,14.08,14.28,1.55,74.68,5.48,7.85,0.51,325.24,102.55,144.45,14.45,0.45,2.34,11.11,0.84,1.42
2006,7,27,15.08,15.66,4.73,74.61,5.25,7.54,0.48,344.12,97.83,136.32,13.68,0.42,2.17,11.29,1.34,2.24
2006,7,28,14.4,14.93,5.31,74.68,4.18,7.64,0.39,350.95,78.73,138.02,11.27,0.36,1.84,11.23,1.6,2.59
2006,7,29,14.38,15.32,8.3,74.75,5.28,7.84,0.49,331.92,98.62,143.45,13.99,0.44,2.29,10.01,1.62,2.54
2006,7,30,14.7,15.63,2.32,74.62,6.27,7.98,0.59,327.48,117.84,147.8,16.73,0.52,2.71,9.4,1.14,1.84
2006,7,31,15.16,15.9,3.52,74.6,5.49,7.52,0.51,336.38,101.59,136.06,14.09,0.44,2.27,10.68,1.19,1.88
2006,8,1,15.47,15.96,2.97,74.66,4.09,7.55,0.38,337.92,77.23,137.5,10.95,0.35,1.83,11.72,0.99,1.7
2006,8,2,14.48,14.6,10.67,74.64,4.57,7.64,0.43,343.43,86.23,140.52,12.27,0.38,1.98,12.21,1.59,2.58
2006,8,3,13.27,13.63,3.49,74.66,3.16,7.4,0.3,344.55,60.89,134.89,8.94,0.29,1.47,11.29,1.86,3.06
2006,8,4,14.15,14.76,5.55,74.67,4.62,7.49,0.43,345.88,86.98,136.99,12.23,0.38,1.93,10.5,1.21,1.92
2006,8,5,14.62,15.33,9.71,74.52,3.52,7.56,0.33,354.82,67.71,139.05,9.95,0.32,1.64,10.74,1.56,2.44
2006,8,6,13.54,13.98,9.16,74.54,3.45,7.67,0.32,353.27,66.21,141.07,9.73,0.31,1.59,11.17,0.91,1.45
2006,8,7,13.44,13.98,15.67,74.68,3.71,7.46,0.35,349.59,70.92,136.37,10.2,0.32,1.63,11.11,1.67,2.7
2006,8,8,13.26,13.86,9.28,74.7,4.37,7.67,0.41,351.3,83.17,141.05,12.03,0.38,1.96,10.5,2.7,4.01
2006,8,9,13.46,14.3,3.71,74.68,4.97,7.87,0.47,347.85,93.94,145.51,13.59,0.43,2.23,9.83,2.34,3.5
2006,8,10,13.94,14.65,12.12,74.65,4.9,7.84,0.46,350.48,92.75,145.2,13.49,0.43,2.22,11.05,1.08,1.7
2006,8,11,14.76,15.31,5.01,74.59,4.85,7.66,0.45,332.54,91.65,140.56,13.01,0.41,2.1,11.54,1.13,1.97
2006,8,12,14.99,15.3,2.36,74.54,5.65,7.77,0.53,320.8,105.88,143.17,14.98,0.47,2.44,10.74,1.73,2.8
2006,8,13,15.11,15.42,2.41,74.63,5.6,7.66,0.53,335.63,105.28,140.77,14.88,0.47,2.44,10.86,2.1,3.3
2006,8,14,14.92,15.58,5.39,74.7,5.66,7.85,0.53,335.28,105.32,143.35,15.02,0.48,2.49,10.74,2.05,3.17
2006,8,15,14.01,14.57,4.29,74.74,4.46,7.63,0.42,337.85,84.16,140.02,12,0.37,1.91,11.05,2.06,3.42
2006,8,16,15.41,16.05,2.86,74.78,6.52,7.67,0.62,319.65,121.8,140.64,17.04,0.52,2.75,10.8,1.77,2.98
2006,8,17,14.94,15.51,0.55,74.72,7.57,7.98,0.72,300.52,139.27,145.45,19.28,0.58,3.04,9.46,2.16,3.35
2006,8,18,14.97,15.58,2,74.62,6.73,7.7,0.64,319,124.84,140.58,17.33,0.54,2.8,9.95,1.27,1.96
2006,8,19,13.68,14.15,5.11,74.56,4.22,7.49,0.4,342.02,79.65,136.57,11.34,0.34,1.78,11.23,1.08,1.7
2006,8,20,14.64,15.37,3.74,74.57,5.52,7.54,0.52,334.84,103.2,138.01,14.5,0.44,2.26,10.31,1.45,2.27
2006,8,21,14.13,14.88,3.18,74.64,6.35,7.8,0.6,328.41,118.69,143.42,16.59,0.49,2.56,10.13,2.01,2.92
2006,8,22,14.51,15.17,2.82,74.75,5.29,7.53,0.51,338.88,99.62,138.34,14.01,0.43,2.21,11.17,1.73,2.61
2006,8,23,14.79,15.36,10.47,74.72,4.35,7.45,0.41,349.7,83.09,137.8,11.96,0.38,1.97,11.78,1.94,3.02
2006,8,24,14.45,14.9,22.95,74.59,3.74,7.42,0.36,346.86,71.9,136.38,10.55,0.34,1.73,11.72,0.95,1.63
2006,8,25,15.05,15.69,15.92,74.5,4.21,7.34,0.41,345.26,80.84,134.55,11.67,0.36,1.85,11.23,1.51,2.55
2006,8,26,14.88,15.3,6.67,74.47,4.79,7.5,0.46,345.07,91.22,138.37,13.16,0.41,2.08,11.47,1.79,2.94
2006,8,27,14.38,14.68,1.98,74.53,6.11,7.64,0.59,328.05,114.3,140.95,16.09,0.49,2.51,10.25,2.27,3.53
2006,8,28,13.87,14.23,1.72,74.53,6.94,7.84,0.67,313.68,128.05,143.11,17.8,0.53,2.77,9.22,1.82,2.78
2006,8,29,13.9,14.58,1.25,74.52,5.67,7.53,0.55,325.84,105.08,137.46,14.73,0.45,2.36,10.19,2.45,3.69
2006,8,30,13.83,14.38,1.98,74.55,3.6,7.38,0.35,337.27,70.08,136.44,10.22,0.31,1.6,10.74,2.07,3.17
2006,8,31,14.01,14.4,7.24,74.6,3.61,7.37,0.35,342.45,69.44,136.41,10.18,0.33,1.65,11.54,1.38,2.15
2006,9,1,14.69,15.23,4.9,74.59,4.41,7.54,0.43,344.55,82.84,139.82,12.06,0.38,1.97,11.66,2.36,3.69
2006,9,2,15.08,15.8,1.61,74.53,6.17,7.48,0.6,322.66,112.34,134.29,15.55,0.47,2.41,10.25,2.39,3.77
2006,9,3,13.42,14.1,6.19,74.53,6.14,7.68,0.6,329.78,113.62,140.32,16.03,0.48,2.45,10.01,2.73,4.12
2006,9,4,13.33,13.97,15.9,74.59,4.44,7.31,0.44,348.94,83.77,134.46,12.02,0.37,1.88,11.05,1.92,2.88
2006,9,5,13.37,13.78,11.35,74.73,3.13,6.96,0.3,347.88,59.95,126.51,8.72,0.28,1.42,11.23,1.92,3.05
2006,9,6,13.42,13.95,11.43,74.7,4.32,6.85,0.42,352.18,81.09,123.84,11.34,0.35,1.8,10.74,2.47,3.81
2006,9,7,13,13.08,7.6,74.6,4.15,7.29,0.41,350.91,78.53,134.23,11.36,0.35,1.8,10.93,1.2,2.07
2006,9,8,14.41,14.9,4.78,74.56,5.54,7.26,0.55,330.48,103.34,133.19,14.46,0.45,2.31,11.72,0.99,1.7
2006,9,9,15.4,15.87,9.29,74.49,5.84,7.47,0.58,336.32,109,138.17,15.34,0.47,2.41,11.9,1.31,2.37
2006,9,10,15.44,15.95,2.05,74.47,5.38,7.36,0.53,335.06,99.59,135.04,14.03,0.43,2.2,11.84,1.37,2.4
2006,9,11,15.78,16.31,4.4,74.55,5.63,7.11,0.56,336.59,103.36,128.82,14.36,0.43,2.2,11.54,1.34,2.2
2006,9,12,15.35,15.99,2.66,74.57,5.84,7.47,0.59,340.9,108,137.09,15.3,0.48,2.45,11.54,2.27,3.52
2006,9,13,14.16,14.67,2.59,74.48,3.78,7.15,0.38,337.32,71.09,131.58,10.35,0.31,1.57,11.54,2.23,3.62
2006,9,14,13.36,13.62,1.1,74.56,4.82,7.2,0.48,328.47,90.29,132.76,12.9,0.39,2.01,11.05,3.95,6.05
2006,9,15,13.59,13.9,3.4,74.7,6.03,7.32,0.61,320.67,112.3,135.18,15.77,0.48,2.48,9.7,2.79,4.37
2006,9,16,14.75,15.16,1.75,74.69,5.32,7.27,0.54,328.23,99.44,134.31,14.03,0.43,2.24,11.41,0.73,1.21
2006,9,17,15.62,16.12,3.61,74.54,5.98,7.2,0.6,324.56,110.25,131.2,15.31,0.47,2.43,11.96,1.23,2.09
2006,9,18,15.58,15.91,12.11,74.55,5.95,7.13,0.6,328.78,109.79,130.6,15.27,0.46,2.39,11.72,1.7,2.87
2006,9,19,14.42,15.06,6.27,74.67,4.17,7.17,0.42,345.13,78.07,132.66,11.34,0.34,1.75,11.23,2.79,4.24
2006,9,20,13.84,14.44,5.27,74.59,3.17,6.91,0.32,356.71,59.88,126.84,8.87,0.28,1.43,11.41,2.05,3.05
2006,9,21,14.62,15.03,6.66,74.48,4.09,7.04,0.42,338.97,77.05,130.4,11.08,0.34,1.77,12.02,1.64,2.66
2006,9,22,15.13,15.18,5.74,74.5,5.25,7.06,0.54,327.47,97.63,130.79,13.73,0.42,2.15,11.41,1.42,2.27
2006,9,23,14.94,15.06,5.39,74.51,6.07,7.08,0.62,326.34,112.66,130.78,15.62,0.47,2.45,11.96,1.05,1.89
2006,9,24,14.93,15.44,3.94,74.54,6.07,6.76,0.62,322.84,109.84,121.05,14.93,0.44,2.28,10.74,2.75,4.17
2006,9,25,13.05,13.35,5.48,74.69,2.83,6.98,0.3,344.73,54.53,129.26,8.18,0.25,1.26,10.68,3.06,4.64
2006,9,26,13.29,13.92,2.8,74.76,4.19,7.12,0.44,344.55,78.81,131.76,11.48,0.34,1.75,10.68,2.62,3.9
2006,9,27,14.16,14.88,3.38,74.75,6.05,7.2,0.63,324.47,112.3,133.47,15.66,0.46,2.37,10.25,1.35,2.28
2006,9,28,14.44,14.93,3.03,74.69,5.95,7.14,0.62,333.73,110.25,131.61,15.34,0.45,2.33,10.68,2.13,3.22
2006,9,29,14.11,14.91,2.96,74.64,5.91,7.1,0.62,329.75,109.81,131.35,15.27,0.45,2.3,10.31,1.48,2.52
2006,9,30,13.82,14.36,5.86,74.62,4.04,6.85,0.43,348.38,76.16,126.7,11.02,0.34,1.71,10.99,1.52,2.55
2006,10,1,13.77,14.34,5.18,74.69,4.29,6.99,0.45,351.93,80.48,129.38,11.73,0.37,1.87,10.8,1.48,2.32
2006,10,2,13.25,13.82,5.77,74.73,3.85,7.03,0.41,351.67,73.05,130.61,10.84,0.34,1.75,10.31,2.19,3.15
2006,10,3,11.86,12.26,4.82,74.71,5.14,6.84,0.55,338.48,95.77,126.66,13.57,0.41,2.08,9.89,3.07,4.44
2006,10,4,11.33,11.97,1.27,74.61,6.14,7.03,0.66,318.31,113.21,129.69,15.73,0.48,2.48,8.85,3.66,5.27
2006,10,5,10.5,11.04,2.39,74.62,3.25,6.92,0.35,331.57,61.21,127.52,9.08,0.28,1.41,8.85,4.59,6.56
2006,10,6,11.31,11.84,0.99,74.68,3.2,6.85,0.34,333.02,60.44,126.52,8.99,0.27,1.36,9.22,4.59,6.48
2006,10,7,11.94,12.76,3.21,74.66,4.74,6.67,0.52,332.34,87.32,121.49,12.25,0.36,1.81,9.46,2.02,2.89
2006,10,8,13.26,13.97,1.4,74.63,5.25,6.74,0.57,342.37,98.04,125.54,13.71,0.4,2.06,10.13,1.84,2.89
