YEAR,MO,DY,T2M,TS,PRECTOTCORR,PS,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,QV2M,WS10M,WS50M
2011,3,3,14.66,14.58,0,74.51,7.15,7.16,0.77,269.33,125.99,126.76,17.01,0.5,2.6,3.54,1.59,2.23
2011,3,4,14.84,15.41,0,74.39,6.69,7.15,0.72,274.66,118.09,126.81,16.07,0.47,2.46,4.76,1.95,2.91
2011,3,5,14.76,15.71,0.77,74.43,6.05,6.91,0.65,290.55,106.37,121.78,14.34,0.41,2.08,5.68,2.55,3.7
2011,3,6,13.25,15.05,0.8,74.49,6.05,7.01,0.65,303.22,108.12,125.34,14.82,0.41,2.1,7.08,2.48,3.55
2011,3,7,13.04,14.38,0.2,74.35,6.68,7.13,0.71,269.87,118.8,127.06,16.12,0.44,2.22,5.43,2.96,4.46
2011,3,8,13.37,13.67,0.11,74.41,7.45,7.46,0.79,247.2,130.77,131.16,17.71,0.47,2.37,3.48,2.88,4.23
2011,3,9,13.8,14.45,0.02,74.63,7.45,7.51,0.79,251.36,129.91,131.17,17.62,0.48,2.47,3.78,3.22,4.5
2011,3,10,9.53,11.34,0.02,74.94,6.7,7.34,0.7,272.05,119.88,131.19,16.39,0.45,2.3,5.31,4.73,5.99
2011,3,11,11.21,11.94,0,74.78,7.23,7.54,0.76,260.09,127.35,133.2,17.37,0.45,2.32,2.93,1.7,2.46
2011,3,12,13.04,13.37,0,74.67,6.83,7.4,0.71,273.65,121.27,131.5,16.55,0.43,2.2,3.42,1.89,2.64
2011,3,13,13.92,15.12,0,74.61,6.08,7.27,0.63,300.03,108.09,129.43,14.82,0.38,1.95,5,1.42,2.28
2011,3,14,13.98,15.03,0.04,74.58,5.28,6.96,0.55,310.12,94.34,123.73,12.91,0.35,1.75,5.86,1.72,2.4
2011,3,15,11.55,13.21,1.82,74.68,4.23,6.95,0.44,323.01,77.14,123.98,10.73,0.3,1.49,6.9,1.68,2.41
2011,3,16,12.65,14.35,0.01,74.73,6.39,7.23,0.66,286.71,112.3,126.72,15.21,0.41,2.13,5,1.99,2.91
2011,3,17,13.09,14,0,74.79,6.83,7.31,0.7,274.48,121.08,129.19,16.45,0.46,2.35,4.09,1.93,2.72
2011,3,18,12.85,13.43,0,74.77,7.4,7.59,0.76,268.11,131.49,134.62,17.95,0.51,2.65,4.09,2.3,3.28
2011,3,19,13.65,15.17,0,74.71,7.41,7.58,0.75,270.09,131.65,134.42,17.87,0.52,-999,5.13,2.02,2.7
2011,3,20,14.01,14.85,0,74.72,7.54,7.57,0.77,263.54,133.34,133.73,18.04,0.53,2.79,5.19,3.26,4.63
2011,3,21,13.02,13.58,0,74.62,7.87,7.9,0.8,253.45,137.23,137.77,18.73,0.56,2.95,3.36,1.91,2.62
2011,3,22,13.93,15.19,0,74.4,7.52,7.68,0.76,271.54,133.16,135.84,18.13,0.54,2.83,4.88,1.79,2.74
2011,3,23,14.82,15.9,0,74.29,7.34,7.55,0.73,273.23,130.2,133.79,17.62,0.52,2.77,5,2.7,4.01
2011,3,24,14.56,15.44,0,74.35,7.75,7.84,0.77,257.27,134.6,136.11,18.3,0.55,2.95,3.6,1.62,2.41
2011,3,25,15.96,16.46,0.01,74.36,7.45,7.55,0.74,277.29,132.94,134.59,18.01,0.55,2.98,4.09,1.32,1.92
2011,3,26,16.98,17.88,0,74.26,6.92,7.49,0.69,291.02,124.48,134.23,16.91,0.52,2.79,6.29,1.7,2.43
2011,3,27,16.95,18.3,0.71,74.27,6.63,7.5,0.66,294.8,119.19,134.06,16.18,0.51,2.69,6.53,2.46,3.73
2011,3,28,17.54,18.56,0.19,74.36,6.99,7.46,0.69,293.54,125.96,133.65,16.95,0.52,2.76,5.98,1.91,2.77
2011,3,29,17.48,18.09,0,74.48,6.18,7.52,0.61,301.33,110.92,134.21,15.02,0.46,2.38,5.55,2.27,3.1
2011,3,30,17.14,17.94,0.08,74.49,6.87,7.47,0.67,281.66,121.6,131.57,16.23,0.51,2.7,5.19,2.5,3.57
2011,3,31,16.64,17.77,0.01,74.37,7.35,7.89,0.72,277.21,130.42,139.36,17.88,0.57,3.08,4.27,2.09,3.2
2011,4,1,16.73,17.44,0.04,74.41,6.44,7.34,0.63,284.89,113.89,128.69,15.13,0.45,2.35,5.25,2.15,2.95
2011,4,2,16.58,17.94,0.2,74.56,6.14,7.55,0.6,291.33,108.8,132.5,14.59,0.41,2.13,5.37,1.51,2.34
2011,4,3,16.32,18.12,0.07,74.6,6.56,7.73,0.64,285.28,116.75,136.45,15.86,0.45,2.31,6.16,2.35,3.63
2011,4,4,16.81,18.32,0.33,74.62,6.84,7.81,0.66,296.21,122.87,138.71,16.71,0.48,2.52,5.43,2.72,4.21
2011,4,5,16.13,18.12,2.4,74.72,7.25,7.82,0.7,302.28,129.66,139.29,17.7,0.53,2.81,6.65,2.62,3.66
2011,4,6,17.08,18.65,0.03,74.72,6.07,7.73,0.59,311.41,110.23,139.11,15.18,0.46,2.4,5.49,1.89,3.02
2011,4,7,17.4,18.81,0.94,74.57,6.67,7.86,0.64,306.62,120.74,141.12,16.71,0.52,2.73,6.47,1.74,2.77
2011,4,8,18.44,19.43,0.02,74.47,7.25,7.7,0.7,301.02,130.3,137.3,17.66,0.55,2.94,6.16,1.48,2.13
2011,4,9,18.65,20.25,0,74.56,7.57,7.72,0.73,300.98,136.42,138.34,18.45,0.58,3.09,6.71,1.47,2.25
2011,4,10,18.94,20.75,0,74.61,7.38,7.8,0.71,305.55,134.66,141.16,18.48,0.59,3.19,7.57,1.53,2.45
2011,4,11,18.09,19.81,0.76,74.64,6.87,7.5,0.66,321.75,123.98,133.77,16.71,0.55,3.02,8.54,4.14,5.46
2011,4,12,16.65,19.01,0.03,74.69,6.9,7.73,0.66,313.42,126.62,140.61,17.45,0.58,3.14,6.65,1.51,2.19
2011,4,13,18.11,19.84,0,74.61,7.37,7.92,0.7,311.36,135.38,144.24,18.66,0.6,3.23,6.29,1.76,2.71
2011,4,14,18.98,20.28,0.13,74.44,6.83,7.67,0.65,325.05,124.97,139,17.13,0.54,2.88,6.04,1.4,2.01
2011,4,15,17.27,18.94,4.08,74.41,5.26,7.38,0.5,334.26,95.21,131.32,12.95,0.39,2.02,8.54,2.01,2.86
2011,4,16,15.54,17.55,6.35,74.57,5.87,7.33,0.55,327.24,106.85,130.5,14.52,0.45,2.38,8.61,2.07,2.84
2011,4,17,15.37,16.6,4.62,74.58,4.96,7.4,0.47,318.23,91.11,131.99,12.34,0.38,1.99,8.85,1.93,2.84
2011,4,18,15.45,16.68,2.39,74.55,5.56,7.89,0.52,314.84,103.04,143.35,14.28,0.45,2.36,8.42,2.05,3.04
2011,4,19,16.49,17.88,1.15,74.51,6.18,7.92,0.59,307.48,113.44,142.92,15.63,0.48,2.56,7.26,2.16,3.27
2011,4,20,16.61,17.98,0.4,74.54,6.56,7.94,0.62,316.15,119.52,142.24,16.36,0.51,2.7,6.47,2.11,3.38
2011,4,21,16.56,18.19,0.87,74.54,7.41,7.97,0.7,303.49,134.02,142.51,18.26,0.55,2.92,6.65,1.68,2.46
2011,4,22,17.04,18.49,0.64,74.49,7.01,7.9,0.66,302.41,127.52,142.05,17.39,0.54,2.82,7.2,1.66,2.37
2011,4,23,17.19,18.65,0.44,74.43,6.41,7.84,0.6,305.2,116.38,140.44,15.89,0.48,2.55,7.14,1.57,2.44
2011,4,24,17.14,18.64,0.43,74.49,6.07,7.74,0.57,309.49,110.4,138.16,14.94,0.47,2.46,7.08,1.43,2.2
2011,4,25,17.92,19.17,0.11,74.44,6.88,7.7,0.64,309.76,123.27,136.05,16.46,0.53,2.83,6.41,2.08,3.27
2011,4,26,17.64,18.73,0.01,74.33,6.83,7.92,0.64,302.35,122.48,140.03,16.52,0.54,2.88,6.47,2.88,4.21
2011,4,27,18.31,19.33,0.02,74.44,7.96,8.2,0.74,282.78,142.05,145.14,19.31,0.62,3.3,5.25,2.15,3.21
2011,4,28,16.57,18.3,0,74.75,7.1,7.67,0.66,300.72,127.26,136.27,17.01,0.53,2.85,5.98,3.56,4.95
2011,4,29,18.19,20.11,0,74.68,7.04,7.89,0.66,310.62,128.16,141.85,17.33,0.55,2.93,6.53,1.18,1.95
2011,4,30,17.81,19.54,0.99,74.51,6.21,7.51,0.58,330.5,112.47,133.76,15.04,0.48,2.59,7.02,1.93,2.93
2011,5,1,18.03,19.53,2.89,74.4,6.16,7.39,0.57,334.69,111.47,131.29,14.73,0.47,2.5,7.45,1.69,2.62
2011,5,2,17.59,19.09,3.54,74.45,6.53,7.37,0.61,325.09,117.25,130.28,15.5,0.48,2.59,8.12,3.31,4.52
2011,5,3,14.27,16.35,1.04,74.73,5.01,7.75,0.46,335.37,92.97,138.85,13.12,0.43,2.27,7.93,3.73,4.57
2011,5,4,14.54,16.87,0.15,74.79,6.58,8.05,0.61,322.98,122.09,147.07,16.95,0.54,2.84,6.77,1.16,1.39
2011,5,5,15.37,16.76,1.85,74.73,4.82,7.69,0.45,330.04,89.34,138.45,12.34,0.39,2.02,8.18,1.88,2.74
2011,5,6,15.47,16.61,0.27,74.62,5.99,7.84,0.55,321.91,109.85,141.3,15.16,0.48,2.48,7.45,1.58,2.31
2011,5,7,17.55,18.84,0.71,74.56,7.05,7.91,0.65,317.42,128.35,142.14,17.55,0.55,2.95,6.84,2.04,3.02
2011,5,8,18.11,19.4,0.17,74.52,7.32,7.95,0.67,315.46,133.72,143.42,18.3,0.59,3.15,6.96,1.66,2.73
2011,5,9,17.36,19.38,0.73,74.49,6.18,7.86,0.57,324.21,113.95,142.38,15.63,0.51,2.71,8.24,1.59,2.48
2011,5,10,17.84,19.6,1.51,74.39,6.4,7.78,0.59,329.52,117.47,140.22,15.98,0.52,2.72,8.3,1.81,2.7
2011,5,11,18.06,19.44,1.03,74.45,6.05,7.6,0.55,323.05,109.41,134.62,14.54,0.46,2.43,8.73,2.17,3.45
2011,5,12,18.83,20.08,0.13,74.54,6.43,7.74,0.59,316.91,116.34,137.56,15.51,0.52,2.7,7.57,1.91,2.78
2011,5,13,19.58,20.93,0.07,74.53,7.03,7.74,0.65,310.34,125.17,136.23,16.78,0.55,2.96,7.32,1.65,2.21
2011,5,14,18.72,20.32,0.52,74.52,5.99,7.52,0.55,325.86,108.67,132.89,14.57,0.46,2.48,8.67,1.09,1.78
2011,5,15,18.24,19.87,1.98,74.55,5.57,7.25,0.52,322.07,100.88,127.43,13.25,0.41,2.15,9.09,2.18,3.31
2011,5,16,18.64,20.04,1.14,74.53,6.3,7.66,0.58,327.32,114.05,135.64,15.31,0.48,2.55,7.39,2.52,3.71
2011,5,17,18.2,19.4,1.79,74.4,6.96,7.99,0.64,309.35,125.78,141.84,17.08,0.54,2.87,6.59,2.59,3.77
2011,5,18,17.88,19.58,0.34,74.36,6.63,8.11,0.61,307.05,120.38,144.86,16.43,0.5,2.62,6.65,2.81,4.07
2011,5,19,18.01,19.8,0.1,74.48,7.04,7.81,0.65,311.32,127.64,139.84,16.94,0.5,2.63,7.75,3.13,4.47
2011,5,20,18.68,20.45,0.98,74.51,6.92,7.89,0.63,318.84,126.31,141.93,17.12,0.54,2.88,7.57,1.45,2.3
2011,5,21,18.83,20.78,0.38,74.55,6.46,7.66,0.59,324.83,117.59,136.82,15.7,0.48,2.49,8.24,1.67,2.57
2011,5,22,19.1,21.01,0.57,74.56,6.45,7.84,0.59,327.57,119.04,142.43,16.25,0.51,2.66,8.42,1.48,2.27
2011,5,23,19.81,21.3,0.08,74.53,6.98,7.79,0.64,317.25,127.28,140.5,17.13,0.53,2.84,7.75,2.02,3.05
2011,5,24,20.55,22.29,0,74.51,7.72,7.99,0.71,304.41,139.16,142.69,18.66,0.59,3.12,6.71,1.95,3.14
2011,5,25,20.88,22.75,0.21,74.53,7.3,7.98,0.67,313.18,131.36,141.83,17.73,0.57,3.05,7.45,1.59,2.59
2011,5,26,20.41,22.04,0.99,74.63,6.45,7.46,0.59,332.62,117.02,132.77,15.48,0.5,2.69,7.93,2.05,3.23
2011,5,27,20.52,22.11,0.39,74.62,6.94,7.39,0.63,318.24,123.83,129.91,16.36,0.52,2.82,7.39,2.35,3.57
2011,5,28,19.98,21.35,0.16,74.41,7.64,8,0.7,304.52,137.77,142.65,18.67,0.59,3.2,6.96,2.97,4.33
2011,5,29,19.69,21.39,2.01,74.36,7.48,7.85,0.69,305.97,133.79,138.67,17.94,0.55,2.89,7.2,2.16,3.18
2011,5,30,18.99,20.95,1.22,74.51,6.9,7.79,0.63,319.27,124.38,138.45,16.84,0.52,2.73,8.54,1.04,1.55
2011,5,31,17.31,19.13,0.4,74.74,7.16,8.15,0.66,324.41,131.68,147.33,18.23,0.58,3.02,8.36,3.76,4.91
2011,6,1,13.96,15.87,0.18,74.82,5.85,8.52,0.54,322.38,107.92,154.82,15.35,0.45,2.34,7.45,4.49,5.84
2011,6,2,14.97,16.87,0.13,74.64,8.25,8.6,0.76,297.08,151.79,156.87,21.16,0.63,3.34,5.19,2.22,3.08
2011,6,3,15.88,17.3,0.13,74.56,7.96,8.31,0.73,286.73,141.45,146.39,19.23,0.56,2.95,5.13,2.35,3.34
2011,6,4,15.31,17.25,0.22,74.66,7.99,8.19,0.73,288.82,142.22,144.62,19.21,0.56,2.93,5.92,2.95,4.13
2011,6,5,15.12,17.01,0.3,74.69,5.26,8.01,0.48,329.22,96.51,144.11,13.61,0.41,2.14,8.67,3.41,4.57
2011,6,6,16.06,18.2,0.24,74.56,7.95,8.4,0.73,307.12,145.59,152.41,20.23,0.62,3.31,6.35,2.55,3.56
2011,6,7,16.06,17.62,0.35,74.48,7.97,8.23,0.73,292.76,144.48,147.73,19.74,0.6,3.19,5.55,2.07,2.91
2011,6,8,17.5,18.94,0.84,74.51,6.77,7.9,0.62,320.18,123.31,141.8,16.79,0.51,2.67,7.39,1.52,2.16
2011,6,9,18.18,20.06,1.43,74.57,6.4,7.86,0.59,315.97,116.66,141.34,15.97,0.48,2.55,8.79,2.36,3.53
2011,6,10,17.38,18.92,0.06,74.53,6.69,7.98,0.61,311.83,122.23,143.69,16.74,0.52,2.71,7.39,2.85,4.25
2011,6,11,16.98,18.4,0.08,74.46,7.86,8.21,0.72,292.28,140.77,145.57,19.2,0.59,3.13,5.68,2.78,3.98
2011,6,12,17.41,19.27,1.54,74.51,7.58,8.16,0.7,301.52,136.57,145.15,18.61,0.58,3.07,6.77,1.84,2.7
2011,6,13,16.98,19.01,2.72,74.59,7.31,8.13,0.67,313.34,131.78,144.78,17.98,0.55,2.91,6.96,1.44,2.02
2011,6,14,17.86,19.36,1.68,74.59,7.01,7.95,0.64,315.09,127.55,142.41,17.3,0.52,2.7,7.51,1.2,1.66
2011,6,15,18.11,19.36,0.85,74.48,7.32,8.17,0.67,313.77,132.41,145.74,18.1,0.55,2.84,7.02,1.41,1.91
2011,6,16,18.13,20.09,1.97,74.46,6.85,8.15,0.62,322.82,125.34,147.02,17.35,0.54,2.84,8.91,1.18,1.73
2011,6,17,18.76,20.75,0.59,74.51,7.27,8.17,0.66,329.41,133.8,148.57,18.48,0.57,2.98,9.28,1.67,2.39
2011,6,18,18.64,20.73,0.24,74.55,6.87,8.34,0.63,335.52,126.63,152.55,17.8,0.54,2.84,9.03,2.09,2.67
2011,6,19,18.51,20.58,2.11,74.43,7.42,8.2,0.68,324.96,136.95,149.41,18.99,0.59,3.16,8.73,1.85,2.59
2011,6,20,16.44,17.73,12.21,74.33,4.55,7.74,0.41,340.17,87.63,142.94,12.57,0.38,1.97,11.35,3.45,4.83
2011,6,21,15.15,15.94,8.25,74.42,3.4,8.05,0.31,338.58,66.98,149.76,10.05,0.32,1.66,10.93,3.27,4.52
2011,6,22,14.9,15.51,9.54,74.53,4.03,7.89,0.37,341.22,78.23,146.05,11.48,0.38,1.92,11.11,2.52,3.78
2011,6,23,15.48,16.31,5.7,74.56,4.25,7.86,0.39,337.24,81.81,144.97,11.62,0.36,1.85,11.35,1.81,2.78
2011,6,24,15.54,16.35,9.76,74.45,4.11,7.84,0.38,340.34,78.95,144.9,11.39,0.37,1.92,11.17,2.09,3.05
2011,6,25,15.45,16.55,9.3,74.39,4.11,7.64,0.38,348.12,78.4,140.08,11.02,0.34,1.77,11.35,1.14,1.82
2011,6,26,15.62,16.74,9.49,74.39,4.3,7.71,0.39,353.35,82.34,142.02,11.67,0.38,1.92,10.86,1.38,2.13
2011,6,27,14.94,15.89,10.35,74.46,5.51,8.05,0.51,348.19,105.5,150.62,15.16,0.48,2.54,11.11,2.09,2.93
2011,6,28,14.9,16.09,4.76,74.48,5.67,8.25,0.52,341.37,107.84,154.05,15.61,0.5,2.6,10.62,3.84,5.34
2011,6,29,14.96,16.05,11.67,74.35,3.51,7.99,0.32,341.82,68.79,148.52,10.27,0.33,1.7,11.11,4.23,6.09
2011,6,30,13.45,13.76,38.74,74.11,1.05,8.07,0.09,329.12,22.7,150.3,3.58,0.11,0.58,11.35,3.14,4.64
2011,7,1,14.63,15.06,18.49,74.17,3.72,7.95,0.34,342.96,72.21,147.73,10.81,0.35,1.82,11.66,3.59,5.27
2011,7,2,14.15,14.43,16.97,74.38,3.73,7.61,0.34,346.73,72.91,139.52,10.54,0.34,1.79,11.78,2.05,3.17
2011,7,3,13.19,13.55,10.45,74.48,3.73,7.69,0.34,348.54,72.27,141.76,10.36,0.34,1.77,10.8,2.27,3.5
2011,7,4,13.85,14.57,1.73,74.48,4.01,7.68,0.37,333.89,78.01,140.27,11.02,0.34,1.77,9.28,1.3,1.93
2011,7,5,14.19,15.08,4.86,74.5,5.41,7.57,0.5,340.72,102.27,138.34,14.27,0.45,2.31,10.19,1.85,2.68
2011,7,6,15.33,16.12,6.44,74.54,5.13,7.67,0.47,345.03,97.8,141.72,13.68,0.42,2.19,11.05,1.51,2.2
2011,7,7,15.22,15.97,7.34,74.51,4.42,7.96,0.41,340.78,85.41,148.17,12.47,0.41,2.13,11.54,0.93,1.4
2011,7,8,15.21,15.67,3.8,74.47,4.29,7.52,0.39,340.53,82.69,137.57,11.7,0.38,1.93,11.41,1.09,1.48
2011,7,9,14.72,15.07,5.36,74.47,3.23,7.56,0.3,338.96,62.84,138.39,9.02,0.27,1.41,11.35,0.58,0.88
2011,7,10,14.65,15.01,9.97,74.52,4.05,7.28,0.38,345.99,77.63,131.94,10.92,0.34,1.79,12.02,1.53,2.3
2011,7,11,15.05,15.73,5.48,74.56,4.97,7.71,0.46,346.19,94.8,142.16,13.47,0.43,2.2,11.6,2.36,3.51
2011,7,12,14.5,15.44,7.55,74.57,5.39,7.93,0.5,344.68,102.07,146.08,14.48,0.46,2.4,10.44,1.3,2.09
2011,7,13,14.12,14.72,12.82,74.5,3.94,7.49,0.36,351.04,76.14,137.01,10.98,0.36,1.87,11.11,1.38,2.2
2011,7,14,13.9,14.62,10.62,74.31,3.1,7.62,0.29,343.17,61.03,140.03,9.03,0.3,1.54,11.23,1.2,1.89
2011,7,15,14.63,15.21,9.99,74.2,4.78,7.78,0.44,348.43,91.62,143.11,13.19,0.43,2.26,11.78,1.97,2.9
2011,7,16,13.33,13.84,2,74.26,3.69,7.66,0.34,338.54,71.55,140.3,10.45,0.33,1.69,10.62,2.85,4.29
2011,7,17,12.78,13.04,4.43,74.47,3.23,7.71,0.3,342.43,64.27,141.86,9.64,0.31,1.61,10.93,2.67,4.24
2011,7,18,14.07,14.4,1.55,74.65,5.58,7.92,0.52,335.74,106.7,146.86,15.33,0.49,2.59,10.25,3.08,4.82
2011,7,19,14.7,15.56,3.82,74.6,6.65,8.06,0.62,327.58,124.42,148.32,17.49,0.54,2.81,10.38,1.58,2.55
2011,7,20,14.5,15,2.85,74.7,5.74,8.03,0.53,322.45,109.53,148.9,15.64,0.49,2.55,10.8,2.7,4.3
2011,7,21,14.51,14.83,4.99,74.69,4.84,8.11,0.45,323.68,91.81,149.84,13.09,0.41,2.14,10.99,1.06,1.62
2011,7,22,14.3,14.75,5.38,74.67,4.88,7.64,0.45,339.36,93.84,141.48,13.34,0.43,2.27,10.44,1.45,2.27
2011,7,23,15.31,15.82,6.36,74.74,6.97,8.04,0.65,323.18,129.8,147.54,18.11,0.56,2.98,9.52,1.67,2.76
2011,7,24,14.51,15.09,4.67,74.82,5.62,7.87,0.52,335.05,105.44,144.43,14.79,0.46,2.43,10.62,1.6,2.53
2011,7,25,14.84,15.59,4.24,74.69,6.28,7.85,0.58,336.88,118.04,144.65,16.56,0.52,2.75,10.68,1.01,1.55
2011,7,26,14.6,15.19,4.61,74.49,5.06,7.86,0.47,336.27,95.48,144.72,13.59,0.44,2.3,11.54,0.97,1.64
2011,7,27,14.58,15.01,2.48,74.44,4.83,7.91,0.45,329.14,91.31,145.59,13.03,0.41,2.14,11.9,0.8,1.45
2011,7,28,15.02,15.75,5.91,74.48,5.43,7.83,0.51,331.94,102.31,144.15,14.39,0.45,2.34,11.47,1.16,1.75
2011,7,29,14.93,15.56,8.37,74.5,5.37,7.54,0.5,341.19,99.97,136.78,13.97,0.45,2.32,11.66,2.14,3.24
2011,7,30,12.97,13.37,3.42,74.58,3.88,7.59,0.36,344.36,73.7,138.63,10.75,0.34,1.75,10.13,1.96,3.04
2011,7,31,12.73,13.48,1.34,74.66,4.67,8.07,0.44,336.92,88.22,149.12,12.91,0.41,2.07,9.83,4.2,5.95
2011,8,1,13.37,13.99,2.65,74.65,4.17,7.73,0.39,337.85,79.45,142.67,11.46,0.35,1.79,10.38,4.15,6.09
2011,8,2,14.69,15.4,1.85,74.54,6.67,8.1,0.62,324.71,123.92,148.95,17.38,0.53,2.77,10.68,2.98,4.57
2011,8,3,14.02,14.83,8.76,74.49,4.86,7.45,0.45,331.62,91.62,135.23,12.72,0.4,2.05,10.99,1.34,2.24
2011,8,4,15.61,15.92,5.43,74.61,5.72,7.78,0.53,336.67,106.95,142.62,15.2,0.5,2.59,11.78,1.69,2.64
2011,8,5,15.9,15.98,3.11,74.66,6.42,7.95,0.6,321.33,119.19,145.29,16.7,0.53,2.78,11.17,1.03,1.84
2011,8,6,15.12,15.62,4.36,74.64,5.67,7.7,0.53,333.05,104.65,138.88,14.62,0.45,2.34,11.05,1.49,2.45
2011,8,7,14.59,14.67,1.76,74.69,4.95,7.71,0.46,336.11,94.16,142.97,13.37,0.4,2.05,10.8,1.77,2.73
2011,8,8,15.96,15.98,4.13,74.62,5.98,7.89,0.56,326.41,111.86,144.91,15.75,0.49,2.59,10.62,0.76,1.05
2011,8,9,16.22,16.42,4.86,74.63,6.15,7.7,0.58,327.92,114.46,140.27,15.94,0.51,2.67,11.6,0.96,1.59
2011,8,10,15.84,16.2,2.09,74.67,6.74,7.75,0.63,319.68,125.33,141.86,17.31,0.54,2.86,11.17,1.9,3.02
2011,8,11,15.71,15.9,3.96,74.66,6.5,7.79,0.61,323.62,120.98,142.13,16.87,0.52,2.73,11.17,1.29,2.02
2011,8,12,15.76,15.83,2.3,74.63,6.88,7.91,0.65,324.66,126.89,144.12,17.64,0.54,2.81,10.38,1.6,2.43
2011,8,13,15.16,15.95,2.56,74.6,5.14,7.64,0.48,333.09,95.83,139.2,13.45,0.41,2.12,10.44,1.47,2.49
2011,8,14,14.54,15.11,2.56,74.57,5.92,7.81,0.55,334.45,111.04,144.2,15.76,0.51,2.63,10.56,2.23,3.32
2011,8,15,13.91,14.51,2.63,74.53,5.82,7.67,0.55,332.41,108.59,140.68,15.2,0.47,2.42,9.83,1.53,2.45
2011,8,16,14.63,15.4,0.92,74.59,5.9,7.84,0.55,329.49,110.48,144.62,15.65,0.49,2.54,10.31,1.8,2.86
2011,8,17,15.34,15.9,1.44,74.75,7.15,7.92,0.68,313.3,131.08,143.69,18.18,0.55,2.92,9.7,1.84,2.77
2011,8,18,14.99,15.66,1.17,74.7,7.05,7.9,0.67,317.77,130.14,144.13,18.08,0.55,2.84,10.38,1.59,2.45
2011,8,19,15.62,16.19,0.23,74.53,6.85,7.82,0.65,315.97,127.03,142.76,17.67,0.54,2.83,9.95,1.52,2.46
2011,8,20,15.58,16.1,1.61,74.51,6.43,7.85,0.61,321.83,117.58,141.86,16.44,0.51,2.65,10.31,1.6,2.52
2011,8,21,15.3,16.15,4.47,74.55,6.49,7.69,0.62,328.59,119.94,139.89,16.66,0.52,2.69,11.05,2.63,3.99
2011,8,22,13.48,13.8,12.8,74.56,3.32,7.37,0.32,347.3,64.24,134.93,9.47,0.3,1.58,11.54,3.03,4.77
2011,8,23,14.33,14.84,11.11,74.57,4.85,7.53,0.46,354.38,93,141.09,13.38,0.42,2.16,11.41,1.52,2.48
2011,8,24,15.37,15.96,5.14,74.49,6.32,7.63,0.6,335.05,118.13,140.64,16.61,0.51,2.62,11.84,1.36,2.3
2011,8,25,15.03,15.75,5.97,74.45,6.85,7.79,0.66,329.34,127.52,143.23,17.91,0.54,2.83,11.23,1.81,2.9
2011,8,26,15.19,15.9,8.35,74.54,5.5,7.72,0.53,337.02,104.39,144.12,15.06,0.47,2.44,11.72,1.27,2.06
2011,8,27,14.39,14.69,9.22,74.59,5.11,7.62,0.49,345.81,97.12,141.56,14.01,0.45,2.32,11.66,1.59,2.65
2011,8,28,14.73,15.57,11.42,74.46,4.12,7.48,0.4,350.07,78.84,137.33,11.54,0.37,1.89,10.99,1.81,3.01
2011,8,29,14.01,14.57,8.91,74.44,4.59,7.66,0.45,349.46,87.65,142.84,12.85,0.4,2.04,10.93,1.39,2.19
2011,8,30,14.08,14.54,9.46,74.38,4.56,7.52,0.44,343.21,87,139.59,12.65,0.39,1.99,11.47,1.33,1.84
2011,8,31,14.57,15.2,6.67,74.37,4.07,7.46,0.39,351.01,78.23,138.45,11.52,0.36,1.82,11.66,1.87,2.88
2011,9,1,14,14.23,12.45,74.5,3.44,7.35,0.34,350.33,66.35,136.03,9.85,0.31,1.6,11.78,0.98,1.62
2011,9,2,14.76,15.06,16.5,74.45,4.32,7.25,0.42,342.45,82.09,133.94,11.77,0.37,1.9,12.33,1.1,1.8
2011,9,3,14.92,15.3,11.31,74.38,3.67,7.15,0.36,338.44,70.12,130.95,10.16,0.33,1.66,12.45,1.65,2.52
2011,9,4,13.92,14.24,14.68,74.36,3.12,7.28,0.3,346.08,61.24,135.31,9.18,0.3,1.52,11.78,1.46,2.34
2011,9,5,12.3,12.69,3.29,74.46,4.61,7.07,0.45,352.32,85.76,128.06,12.09,0.38,1.97,9.77,4.19,6.27
2011,9,6,11.87,12.44,2.59,74.55,3.19,7.26,0.31,344.3,61.54,132.53,9.12,0.29,1.45,9.7,4.16,6.08
2011,9,7,11.66,12.54,0.01,74.63,6.9,7.67,0.68,297.71,124.73,136.95,17.27,0.52,2.66,8.18,2.26,3.31
2011,9,8,9.3,9.62,0,74.69,6.69,7.98,0.66,300.98,121.3,142.99,16.98,0.51,2.61,5.68,2.34,3.62
2011,9,9,8.65,8.44,0,74.61,8.1,8.2,0.8,250.2,142.54,143.91,19.62,0.57,2.96,4.82,2.56,4.16
2011,9,10,9.62,9.58,0.05,74.64,7.69,7.81,0.77,269.77,137.34,139.01,18.88,0.55,2.87,5.74,2.71,4.39
2011,9,11,11.06,11.49,4.13,74.67,3.14,7.31,0.31,334.99,60.77,134.18,9.15,0.28,1.41,9.77,3.16,4.95
2011,9,12,13.75,14.39,0.81,74.86,5.89,7.29,0.59,330.27,108.17,132.56,14.88,0.44,2.27,10.13,2.12,3.46
2011,9,13,13.94,14.3,0.04,74.77,6.98,7.5,0.7,308.95,129.89,139.11,17.98,0.53,2.75,9.77,2.3,3.53
